Open,High,Low,Close
1970.3,1975.0,1970.3,1975.0
1976.2,1978.9,1972.9,1976.3
1981.1,1988.6,1980.4,1982.5
1950.1,1977.7,1945.7,1968.4
1935.0,1957.9,1935.0,1955.3
1914.3,1925.8,1914.3,1922.7
1910.4,1921.1,1910.3,1921.1
1877.5,1930.1,1877.5,1927.4
1874.7,1881.2,1867.0,1869.3
1869.5,1874.6,1869.1,1872.8
1857.0,1861.4,1852.8,1861.0
1842.5,1861.5,1842.5,1849.5
1819.0,1831.8,1809.4,1830.2
1826.3,1826.3,1815.6,1816.6
1821.8,1828.2,1816.4,1818.5
1825.0,1830.9,1816.8,1824.6
1844.1,1845.9,1826.7,1830.0
1864.3,1872.3,1846.0,1848.1
1875.5,1878.2,1856.7,1860.4
1871.6,1871.6,1871.6,1871.6
1905.0,1905.1,1900.4,1900.4
1916.6,1916.6,1916.6,1916.6
1925.4,1925.4,1925.4,1925.4
1924.0,1924.0,1919.2,1919.2
1945.6,1945.6,1929.2,1945.6
1934.0,1934.0,1932.0,1932.0
1928.2,1931.5,1926.4,1931.5
1923.5,1927.3,1923.5,1923.7
1903.0,1910.0,1903.0,1910.0
1910.3,1914.6,1908.9,1909.1
1920.8,1920.8,1911.3,1911.3
1923.0,1928.3,1921.8,1923.3
1924.0,1924.7,1918.4,1918.4
1917.6,1921.5,1917.5,1917.5
